2014-03-12,08:45,TX,201403,8666.0,1344
2014-03-13,08:45,TX,201403,8702.0,1774
2014-03-14,08:45,TX,201403,8673.0,2064
2014-03-17,08:45,TX,201403,8703.0,858
2014-03-18,08:45,TX,201403,8745.0,1122
2014-03-19,08:45,TX,201403,8734.0,500
2014-03-20,08:45,TX,201404,8638.0,1460
2014-03-21,08:45,TX,201404,8586.0,1104
2014-03-24,08:45,TX,201404,8550.0,1930
2014-03-25,08:45,TX,201404,8589.0,1024
2014-03-26,08:45,TX,201404,8708.0,1842
2014-03-27,08:45,TX,201404,8705.0,1006
2014-03-28,08:45,TX,201404,8754.0,752
2014-03-31,08:45,TX,201404,8779.0,1902
2014-04-01,08:45,TX,201404,8780.0,840
2014-04-02,08:45,TX,201404,8850.0,812
2014-04-03,08:45,TX,201404,8858.0,370
2014-04-07,08:45,TX,201404,8811.0,1542
2014-04-08,08:45,TX,201404,8853.0,784
2014-04-09,08:45,TX,201404,8886.0,650
2014-04-10,08:45,TX,201404,8929.0,1340
2014-04-11,08:45,TX,201404,8850.0,1348
2014-04-14,08:45,TX,201404,8870.0,938
2014-04-15,08:45,TX,201404,8861.0,784
2014-04-16,08:45,TX,201404,8910.0,508
2014-04-17,08:45,TX,201405,8884.0,1166
2014-04-18,08:45,TX,201405,8961.0,2538
2014-04-21,08:45,TX,201405,8917.0,602
2014-04-22,08:45,TX,201405,8925.0,496
2014-04-23,08:45,TX,201405,8970.0,916
2014-04-24,08:45,TX,201405,8928.0,672
2014-04-25,08:45,TX,201405,8925.0,772
2014-04-28,08:45,TX,201405,8698.0,2206
2014-04-29,08:45,TX,201405,8828.0,698
2014-04-30,08:45,TX,201405,8850.0,734
2014-05-02,08:45,TX,201405,8768.0,514
2014-05-05,08:45,TX,201405,8864.0,950
2014-05-06,08:45,TX,201405,8849.0,932
2014-05-07,08:45,TX,201405,8845.0,1402
2014-05-08,08:45,TX,201405,8860.0,772
2014-05-09,08:45,TX,201405,8888.0,742
2014-05-12,08:45,TX,201405,8842.0,690
2014-05-13,08:45,TX,201405,8855.0,1250
2014-05-14,08:45,TX,201405,8855.0,1358
2014-05-15,08:45,TX,201405,8868.0,878
2014-05-16,08:45,TX,201405,8842.0,1194
2014-05-19,08:45,TX,201405,8876.0,570
2014-05-20,08:45,TX,201405,8902.0,534
2014-05-21,08:45,TX,201405,8892.0,716
2014-05-22,08:45,TX,201406,8873.0,1384
2014-05-23,08:45,TX,201406,8971.0,886
2014-05-26,08:45,TX,201406,9020.0,728
2014-05-27,08:45,TX,201406,9047.0,6542
2014-05-28,08:45,TX,201406,9062.0,880
2014-05-29,08:45,TX,201406,9132.0,540
2014-05-30,08:45,TX,201406,9121.0,1192
2014-06-03,08:45,TX,201406,9112.0,686
2014-06-04,08:45,TX,201406,9118.0,616
2014-06-05,08:45,TX,201406,9117.0,798
2014-06-06,08:45,TX,201406,9138.0,1094
2014-06-09,08:45,TX,201406,9140.0,800
2014-06-10,08:45,TX,201406,9159.0,794
2014-06-11,08:45,TX,201406,9194.0,676
2014-06-12,08:45,TX,201406,9195.0,734
2014-06-13,08:45,TX,201406,9170.0,1108
2014-06-16,08:45,TX,201406,9180.0,910
2014-06-17,08:45,TX,201406,9207.0,634
2014-06-18,08:45,TX,201406,9241.0,358
2014-06-19,08:45,TX,201407,9187.0,984
2014-06-20,08:45,TX,201407,9227.0,662
2014-06-23,08:45,TX,201407,9179.0,594
2014-06-24,08:45,TX,201407,9174.0,976
2014-06-25,08:45,TX,201407,9146.0,1072
2014-06-26,08:45,TX,201407,9181.0,814
2014-06-27,08:45,TX,201407,9231.0,748
2014-06-30,08:45,TX,201407,9220.0,808
2014-07-01,08:45,TX,201407,9299.0,696
2014-07-02,08:45,TX,201407,9404.0,1228
2014-07-03,08:45,TX,201407,9396.0,608
2014-07-04,08:45,TX,201407,9488.0,1178
2014-07-07,08:45,TX,201407,9452.0,1622
2014-07-08,08:45,TX,201407,9452.0,652
2014-07-09,08:45,TX,201407,9450.0,5156
2014-07-10,08:45,TX,201407,9466.0,714
2014-07-11,08:45,TX,201407,9540.0,1226
2014-07-14,08:45,TX,201407,9479.0,1008
2014-07-15,08:45,TX,201407,9575.0,1316
2014-07-16,08:45,TX,201407,9547.0,524
2014-07-17,08:45,TX,201408,9392.0,2074
2014-07-18,08:45,TX,201408,9285.0,1634
2014-07-21,08:45,TX,201408,9380.0,1376
2014-07-22,08:45,TX,201408,9384.0,816
2014-07-24,08:45,TX,201408,9456.0,1130
2014-07-25,08:45,TX,201408,9460.0,1154
2014-07-28,08:45,TX,201408,9370.0,1138
2014-07-29,08:45,TX,201408,9425.0,1318
2014-07-30,08:45,TX,201408,9367.0,732
2014-07-31,08:45,TX,201408,9433.0,946
2014-08-01,08:45,TX,201408,9236.0,2702
2014-08-04,08:45,TX,201408,9260.0,912
2014-08-05,08:45,TX,201408,9249.0,1494
2014-08-06,08:45,TX,201408,9079.0,1124
2014-08-07,08:45,TX,201408,9111.0,772
2014-08-08,08:45,TX,201408,9052.0,992
2014-08-11,08:45,TX,201408,9132.0,1376
2014-08-12,08:45,TX,201408,9152.0,1276
2014-08-13,08:45,TX,201408,9132.0,720
2014-08-14,08:45,TX,201408,9228.0,1424
2014-08-15,08:45,TX,201408,9210.0,636
2014-08-18,08:45,TX,201408,9212.0,750
2014-08-19,08:45,TX,201408,9161.0,1200
2014-08-20,08:45,TX,201408,9253.0,832
2014-08-21,08:45,TX,201409,9260.0,1036
2014-08-22,08:45,TX,201409,9249.0,938
2014-08-25,08:45,TX,201409,9386.0,920
2014-08-26,08:45,TX,201409,9386.0,888
2014-08-27,08:45,TX,201409,9421.0,1258
2014-08-28,08:45,TX,201409,9492.0,680
2014-08-29,08:45,TX,201409,9456.0,838
2014-09-01,08:45,TX,201409,9473.0,682
2014-09-02,08:45,TX,201409,9512.0,1366
2014-09-03,08:45,TX,201409,9415.0,866
2014-09-04,08:45,TX,201409,9447.0,1190
2014-09-05,08:45,TX,201409,9444.0,980
2014-09-09,08:45,TX,201409,9426.0,1058
2014-09-10,08:45,TX,201409,9380.0,1470
2014-09-11,08:45,TX,201409,9376.0,1246
2014-09-12,08:45,TX,201409,9325.0,1404
2014-09-15,08:45,TX,201409,9206.0,1454
2014-09-16,08:45,TX,201409,9219.0,766
2014-09-17,08:45,TX,201409,9195.0,1032
2014-09-18,08:45,TX,201410,9234.0,1116
2014-09-19,08:45,TX,201410,9281.0,2592
2014-09-22,08:45,TX,201410,9202.0,2166
2014-09-23,08:45,TX,201410,9106.0,2440
2014-09-24,08:45,TX,201410,9095.0,2590
2014-09-25,08:45,TX,201410,9158.0,2392
2014-09-26,08:45,TX,201410,8958.0,1898
2014-09-29,08:45,TX,201410,8991.0,1482
2014-09-30,08:45,TX,201410,8961.0,908
2014-10-01,08:45,TX,201410,8943.0,1348
2014-10-02,08:45,TX,201410,8920.0,1530
2014-10-03,08:45,TX,201410,9004.0,1026
2014-10-06,08:45,TX,201410,9098.0,2026
2014-10-07,08:45,TX,201410,9034.0,1316
2014-10-08,08:45,TX,201410,8986.0,1756
2014-10-09,08:45,TX,201410,8997.0,1594
2014-10-13,08:45,TX,201410,8798.0,2948
2014-10-14,08:45,TX,201410,8730.0,1300
2014-10-15,08:45,TX,201410,8743.0,908
2014-10-16,08:45,TX,201411,8583.0,1790
2014-10-17,08:45,TX,201411,8658.0,1514
2014-10-20,08:45,TX,201411,8599.0,2550
2014-10-21,08:45,TX,201411,8655.0,1462
2014-10-22,08:45,TX,201411,8748.0,2344
2014-10-23,08:45,TX,201411,8732.0,1308
2014-10-24,08:45,TX,201411,8742.0,1862
2014-10-27,08:45,TX,201411,8675.0,1590
2014-10-28,08:45,TX,201411,8666.0,1192
2014-10-29,08:45,TX,201411,8833.0,1680
2014-10-30,08:45,TX,201411,8878.0,1384
2014-10-31,08:45,TX,201411,8887.0,1590
2014-11-03,08:45,TX,201411,8978.0,1662
2014-11-04,08:45,TX,201411,8984.0,874
2014-11-05,08:45,TX,201411,9030.0,1450
2014-11-06,08:45,TX,201411,8976.0,1174
2014-11-07,08:45,TX,201411,8924.0,1222
2014-11-10,08:45,TX,201411,8965.0,1578
2014-11-11,08:45,TX,201411,9088.0,1122
2014-11-12,08:45,TX,201411,9028.0,1242
2014-11-13,08:45,TX,201411,8920.0,1116
2014-11-14,08:45,TX,201411,8980.0,1268
2014-11-17,08:45,TX,201411,8959.0,868
2014-11-18,08:45,TX,201411,8951.0,1342
2014-11-19,08:45,TX,201411,8905.0,686
2014-11-20,08:45,TX,201412,9031.0,1524
2014-11-21,08:45,TX,201412,9119.0,1424
2014-11-24,08:45,TX,201412,9135.0,1602
2014-11-25,08:45,TX,201412,9116.0,1064
2014-11-26,08:45,TX,201412,9126.0,1052
2014-11-27,08:45,TX,201412,9136.0,942
2014-11-28,08:45,TX,201412,9202.0,982
2014-12-01,08:45,TX,201412,9036.0,3024
2014-12-02,08:45,TX,201412,9092.0,1194
2014-12-03,08:45,TX,201412,9051.0,1616
2014-12-04,08:45,TX,201412,9213.0,1252
2014-12-05,08:45,TX,201412,9203.0,1018
2014-12-08,08:45,TX,201412,9264.0,1456
2014-12-09,08:45,TX,201412,9142.0,1262
2014-12-10,08:45,TX,201412,9092.0,1686
2014-12-11,08:45,TX,201412,8976.0,1884
2014-12-12,08:45,TX,201412,9023.0,1058
2014-12-15,08:45,TX,201412,8958.0,2070
2014-12-16,08:45,TX,201412,8971.0,1496
2014-12-17,08:45,TX,201412,8970.0,692
2014-12-18,08:45,TX,201501,8902.0,2238
2014-12-19,08:45,TX,201501,8962.0,3556
2014-12-22,08:45,TX,201501,9031.0,1446
2014-12-23,08:45,TX,201501,9134.0,1462
2014-12-24,08:45,TX,201501,9120.0,956
2014-12-25,08:45,TX,201501,9171.0,662
2014-12-26,08:45,TX,201501,9178.0,578
2014-12-27,08:45,TX,201501,9235.0,720
2014-12-29,08:45,TX,201501,9245.0,712
2014-12-30,08:45,TX,201501,9320.0,748
2014-12-31,08:45,TX,201501,9286.0,1042
