_time,call_contract,call_contract_price,call_high,put_contract,put_contract_price,put_high
2019-04-16,201904,10800,134,201904,10950,91
2019-04-15,201904,10800,104,201904,10900,75
2019-04-12,201904,10750,108,201904,10850,93
2019-04-11,201904,10850,79,201904,10900,142
2019-04-10,201904W2,10750,116,201904,10850,85
2019-04-09,201904W2,10750,108,201904W2,10900,108
2019-04-08,201904W2,10750,74,201904,10800,105
2019-04-03,201904W1,10600,138,201904W2,10700,66
2019-04-02,201904,10700,99,201904,10600,70
2019-04-01,201904,10700,110,201904W1,10750,120
2019-03-29,201904W1,10500,136,201904,10500,124
2019-03-28,201904,10500,123,201904,10400,101
2019-03-27,201903W4,10450,107,201904,10400,92
2019-03-26,201903W4,10450,107,201903W4,10600,104
2019-03-25,201903W4,10450,85,201904,10400,122
2019-03-22,201904,10700,98,201904,10500,96
2019-03-21,201904,10600,119,201903W4,10600,92
2019-03-20,201903,10450,98,201904,10400,98
2019-03-19,201903,10400,114,201903,10550,93
2019-03-18,201903,10350,144,201903,10500,93
2019-03-15,201903,10300,140,201903,10400,81
2019-03-14,201903,10350,86,201903,10450,140
2019-03-13,201903W2,10250,116,201903,10350,88
2019-03-12,201903W2,10250,142,201903W2,10400,95
2019-03-11,201903W2,10150,110,201903,10200,100
2019-03-08,201903W2,10200,91,201903W2,10300,130
2019-03-07,201903,10300,109,201903W2,10400,137
2019-03-06,201903,10300,111,201903W1,10400,96
2019-03-05,201903W1,10200,126,201903,10200,84
2019-03-04,201903,10400,97,201903,10300,119
2019-02-27,201902W4,10300,103,201903,10300,103
2019-02-26,201902W4,10300,116,201903,10300,97
2019-02-25,201903,10400,103,201903,10200,72
2019-02-22,201902W4,10250,96,201903,10200,111
2019-02-20,201902,10100,161,201902W4,10200,99
2019-02-19,201902,10050,113,201902,10200,91
2019-02-18,201902,10050,120,201902,10150,76
2019-02-15,201902,10000,137,201902,10100,103
2019-02-14,201902,10000,145,201902,10100,97
2019-02-13,201902W2,10050,94,201902W2,10200,125
2019-02-12,201902W2,10000,103,201902W2,10150,113
2019-02-11,201902W2,9950,135,201902,10000,100
2019-01-30,201901W5,9850,114,201902,9800,96
2019-01-29,201902,10000,94,201901W5,10000,99
2019-01-28,201901W5,9950,97,201901W5,10050,82
2019-01-25,201902,10000,121,201901W5,10000,94
2019-01-24,201901W5,9800,122,201901W5,9900,93
2019-01-23,201901W5,9850,83,201901W4,9950,121
2019-01-22,201902,10000,90,201901W4,9950,113
2019-01-21,201901W4,9850,95,201901W4,9950,92
2019-01-18,201901W4,9800,88,201901W4,9900,135
2019-01-17,201901W4,9800,95,201902,9500,107
2019-01-16,201901,9700,104,201901,9850,96
2019-01-15,201901,9700,126,201901,9800,98
2019-01-14,201901,9700,90,201901,9800,149
2019-01-11,201901,9750,91,201901,9800,106
2019-01-10,201901,9700,86,201901,9750,117
2019-01-09,201901,9600,187,201901,9600,87
2019-01-08,201901,9600,103,201901,9600,134
2019-01-07,201901W2,9500,124,201901,9500,116
2019-01-04,201901W2,9400,95,201901W2,9400,127
2019-01-03,201901,9600,108,201901W2,9500,117
2019-01-02,201901W2,9800,84,201901,9500,159
2018-12-28,201901W1,9600,122,201901W1,9700,94
2018-12-27,201901,9800,94,201901,9300,94
2018-12-26,201812W4,9450,137,201901W1,9500,115
2018-12-25,201901,9700,95,201812W4,9550,134
2018-12-24,201812W4,9600,98,201812W4,9650,89
2018-12-22,201812W4,9600,98,201812W4,9600,80
2018-12-21,201812W4,9650,105,201812W4,9600,110
2018-12-20,201812W4,9700,110,201812W4,9600,92
2018-12-19,201812,9700,78,201812,9850,121
2018-12-18,201812,9700,81,201812,9750,84
2018-12-17,201812,9700,145,201812,9750,80
2018-12-14,201812,9800,88,201812,9850,192
2018-12-13,201812,9850,94,201812,9850,117
2018-12-12,201812,9800,106,201812W2,9850,103
2018-12-11,201812W2,9650,90,201812,9500,87
2018-12-10,201812,9700,127,201812W2,9600,114
2018-12-07,201812W2,9750,101,201812W2,9750,113
2018-12-06,201812W2,9850,96,201812,9700,196
2018-12-05,201812W1,9850,115,201812W1,10000,108
2018-12-04,201812,10200,84,201812,10000,113
2018-12-03,201812,10100,164,201812,9900,106
2018-11-30,201812W1,9950,87,201812,9700,110
2018-11-29,201812,10100,102,201812,9800,135
2018-11-28,201811W4,9700,177,201811W4,9900,136
2018-11-27,201812,9900,99,201812,9500,127
2018-11-26,201811W4,9650,218,201811W4,9700,80
2018-11-23,201811W4,9700,111,201811W4,9750,149
2018-11-22,201811W4,9800,85,201811W4,9800,121
2018-11-21,201811,9600,158,201811,9700,82
2018-11-20,201811,9700,123,201811,9800,109
2018-11-19,201811,9800,91,201811,9800,83
2018-11-16,201811,9900,82,201811,9900,170
2018-11-15,201811,9800,112,201811,9750,122
2018-11-14,201811W2,9700,118,201811,9750,113
2018-11-13,201811W2,9600,184,201811W2,9700,169
2018-11-12,201811,9800,151,201811W2,9800,89
