2008-01-02T08:45:00,TX,200801,8450.0,262
2008-01-03T08:45:00,TX,200801,8200.0,880
2008-01-04T08:45:00,TX,200801,8100.0,270
2008-01-07T08:45:00,TX,200801,7951.0,1768
2008-01-08T08:45:00,TX,200801,7840.0,286
2008-01-09T08:45:00,TX,200801,7751.0,748
2008-01-10T08:45:00,TX,200801,8090.0,446
2008-01-11T08:45:00,TX,200801,8121.0,354
2008-01-14T08:45:00,TX,200801,8104.0,852
2008-01-15T08:45:00,TX,200801,8263.0,388
2008-01-16T08:45:00,TX,200801,8300.0,88
2008-01-17T08:45:00,TX,200802,8250.0,840
2008-01-18T08:45:00,TX,200802,7901.0,1004
2008-01-21T08:45:00,TX,200802,8113.0,448
2008-01-22T08:45:00,TX,200802,7700.0,24
2008-01-23T08:45:00,TX,200802,7722.0,2
2008-01-24T08:45:00,TX,200802,7600.0,1140
2008-01-25T08:45:00,TX,200802,7630.0,4
2008-01-28T08:45:00,TX,200802,7686.0,410
2008-01-29T08:45:00,TX,200802,7591.0,10
2008-01-30T08:45:00,TX,200802,7500.0,192
2008-01-31T08:45:00,TX,200802,7465.0,276
2008-02-01T08:45:00,TX,200802,7552.0,4
2008-02-12T08:45:00,TX,200802,7547.0,2
2008-02-13T08:45:00,TX,200802,7588.0,2
2008-02-14T08:45:00,TX,200802,7700.0,1452
2008-02-15T08:45:00,TX,200802,7796.0,584
2008-02-18T08:45:00,TX,200802,7960.0,2
2008-02-19T08:45:00,TX,200802,7960.0,282
2008-02-20T08:45:00,TX,200802,7950.0,266
2008-02-21T08:45:00,TX,200803,7918.0,450
2008-02-22T08:45:00,TX,200803,7950.0,496
2008-02-25T08:45:00,TX,200803,8163.0,730
2008-02-26T08:45:00,TX,200803,8289.0,686
2008-02-27T08:45:00,TX,200803,8365.0,2
2008-02-29T08:45:00,TX,200803,8321.0,10
2008-03-03T08:45:00,TX,200803,8160.0,1376
2008-03-04T08:45:00,TX,200803,8270.0,252
2008-03-05T08:45:00,TX,200803,8512.0,310
2008-03-06T08:45:00,TX,200803,8518.0,2
2008-03-07T08:45:00,TX,200803,8550.0,1190
2008-03-10T08:45:00,TX,200803,8485.0,2
2008-03-11T08:45:00,TX,200803,8243.0,694
2008-03-12T08:45:00,TX,200803,8596.0,26
2008-03-13T08:45:00,TX,200803,8426.0,260
2008-03-14T08:45:00,TX,200803,8260.0,378
2008-03-17T08:45:00,TX,200803,7962.0,1016
2008-03-18T08:45:00,TX,200803,8028.0,340
2008-03-19T08:45:00,TX,200803,8250.0,744
2008-03-20T08:45:00,TX,200804,8061.0,14
2008-03-21T08:45:00,TX,200804,8398.0,550
2008-03-24T08:45:00,TX,200804,8997.0,8
2008-03-25T08:45:00,TX,200804,8951.0,810
2008-03-26T08:45:00,TX,200804,8771.0,242
2008-03-27T08:45:00,TX,200804,8685.0,456
2008-03-28T08:45:00,TX,200804,8513.0,400
2008-03-31T08:45:00,TX,200804,8579.0,344
2008-04-01T08:45:00,TX,200804,8560.0,276
2008-04-02T08:45:00,TX,200804,8528.0,2
2008-04-03T08:45:00,TX,200804,8603.0,290
2008-04-07T08:45:00,TX,200804,8600.0,222
2008-04-08T08:45:00,TX,200804,8643.0,18
2008-04-09T08:45:00,TX,200804,8662.0,196
2008-04-10T08:45:00,TX,200804,8647.0,228
2008-04-11T08:45:00,TX,200804,8830.0,530
2008-04-14T08:45:00,TX,200804,8828.0,624
2008-04-15T08:45:00,TX,200804,8874.0,174
2008-04-16T08:45:00,TX,200804,9000.0,556
2008-04-17T08:45:00,TX,200805,9134.0,602
2008-04-18T08:45:00,TX,200805,9083.0,254
2008-04-21T08:45:00,TX,200805,9168.0,598
2008-04-22T08:45:00,TX,200805,9056.0,230
2008-04-23T08:45:00,TX,200805,9055.0,404
2008-04-24T08:45:00,TX,200805,8966.0,344
2008-04-25T08:45:00,TX,200805,9052.0,682
2008-04-28T08:45:00,TX,200805,8998.0,380
2008-04-29T08:45:00,TX,200805,9090.0,1406
2008-04-30T08:45:00,TX,200805,8910.0,244
2008-05-02T08:45:00,TX,200805,9021.0,602
2008-05-05T08:45:00,TX,200805,9020.0,138
2008-05-06T08:45:00,TX,200805,8860.0,352
2008-05-07T08:45:00,TX,200805,8903.0,366
2008-05-08T08:45:00,TX,200805,8855.0,514
2008-05-09T08:45:00,TX,200805,8850.0,466
2008-05-12T08:45:00,TX,200805,8776.0,224
2008-05-13T08:45:00,TX,200805,8862.0,234
2008-05-14T08:45:00,TX,200805,9030.0,248
2008-05-15T08:45:00,TX,200805,9088.0,250
2008-05-16T08:45:00,TX,200805,9220.0,508
2008-05-19T08:45:00,TX,200805,9269.0,290
2008-05-20T08:45:00,TX,200805,9356.0,148
2008-05-21T08:45:00,TX,200805,9035.0,214
2008-05-22T08:45:00,TX,200806,8875.0,576
2008-05-23T08:45:00,TX,200806,9000.0,278
2008-05-26T08:45:00,TX,200806,8736.0,696
2008-05-27T08:45:00,TX,200806,8701.0,866
2008-05-28T08:45:00,TX,200806,8790.0,312
2008-05-29T08:45:00,TX,200806,8729.0,574
2008-05-30T08:45:00,TX,200806,8765.0,326
2008-06-02T08:45:00,TX,200806,8635.0,260
2008-06-03T08:45:00,TX,200806,8644.0,412
2008-06-04T08:45:00,TX,200806,8540.0,264
2008-06-05T08:45:00,TX,200806,8571.0,206
2008-06-06T08:45:00,TX,200806,8788.0,498
2008-06-09T08:45:00,TX,200806,8520.0,1436
2008-06-10T08:45:00,TX,200806,8529.0,232
2008-06-11T08:45:00,TX,200806,8365.0,256
2008-06-12T08:45:00,TX,200806,8199.0,690
2008-06-13T08:45:00,TX,200806,8068.0,228
2008-06-16T08:45:00,TX,200806,8121.0,380
2008-06-17T08:45:00,TX,200806,8133.0,130
2008-06-18T08:45:00,TX,200806,8140.0,154
2008-06-19T08:45:00,TX,200807,7980.0,450
2008-06-20T08:45:00,TX,200807,7910.0,344
2008-06-23T08:45:00,TX,200807,7660.0,1048
2008-06-24T08:45:00,TX,200807,7715.0,314
2008-06-25T08:45:00,TX,200807,7671.0,188
2008-06-26T08:45:00,TX,200807,7753.0,440
2008-06-27T08:45:00,TX,200807,7381.0,1988
2008-06-30T08:45:00,TX,200807,7470.0,336
2008-07-01T08:45:00,TX,200807,7410.0,198
2008-07-02T08:45:00,TX,200807,7308.0,312
2008-07-03T08:45:00,TX,200807,7140.0,678
2008-07-04T08:45:00,TX,200807,7282.0,348
2008-07-07T08:45:00,TX,200807,7096.0,244
